textbox22
generated on 30/09/2020 10:02:14 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,5,2017-01-30,2017-02-05,All,6,,1167,,514.14,,,,,,,,60,814,0,7.37,,38,,,,,,,2526,,3017079,,83.72,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,5,2017-01-30,2017-02-05,All,482,,71546,,673.69,,,,,,,,220,,908911,,24.20,220,,,,,,,1820,,71546,,2543.82,,,,,,4,1,3,3
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,5,2017-01-30,2017-02-05,All,20388,,2183558,,933.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,5,2017-01-30,2017-02-05,All,69,,275526,,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,5,2017-01-30,2017-02-05,All,144,,116587,,123.51,,,,,,,,,,,,,,,,,,,,4249,,1143077,,371.72,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,5,2017-01-30,2017-02-05,All,,,,,,,,,,,,,,,,,,,,,,,,,24577,,1033950,,2377.00,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,5,2017-01-30,2017-02-05,All,231,,219930,,105.03,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,5,2017-01-30,2017-02-05,All,193677,,66725826,,290.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,5,2017-01-30,2017-02-05,All,1432,,208939,,685.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,5,2017-01-30,2017-02-05,All,97,,56158,,172.73,,,,,,,,105,678,,15.49,,14,,,,,,,,,,,,,,,,,3,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,5,2017-01-30,2017-02-05,All,7019,,5270530,,133.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,5,2017-01-30,2017-02-05,All,9369,,1116187,,839.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,4,2017-01-23,2017-01-29,All,,,,,,,,,,,,,,,,,,,,,,,,,22848,,1063733,,2147.91,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,4,2017-01-23,2017-01-29,All,73,,283277,,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,4,2017-01-23,2017-01-29,All,115,,124474,,92.39,,,,,,,,,,,,,,,,,,,,3920,,1130056,,346.89,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,4,2017-01-23,2017-01-29,All,202,,191034,,105.74,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,4,2017-01-23,2017-01-29,All,256428,,66725826,,384.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,4,2017-01-23,2017-01-29,All,1742,,250238,,696.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,4,2017-01-23,2017-01-29,All,8473,,1096900,,772.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,4,2017-01-23,2017-01-29,All,10,,1260,,793.65,,,,,,,,37,838,0,4.42,,27,,,,,,,2527,,3017079,,83.76,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,4,2017-01-23,2017-01-29,All,320,,87506,,365.69,,,,,,,,163,,908911,,17.93,163,,,,,,,1782,,87506,,2036.43,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,4,2017-01-23,2017-01-29,All,78,,57470,,135.72,,,,,,,,115,677,,16.99,,12,,,,,,,,,,,,,,,,,3,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,4,2017-01-23,2017-01-29,All,22761,,2183558,,1042.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,4,2017-01-23,2017-01-29,All,7635,,5276126,,144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,3,2017-01-16,2017-01-22,All,15,,1212,,1237.62,,,,,,,,38,861,0,4.41,,23,,,,,,,2535,,3017079,,84.02,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,3,2017-01-16,2017-01-22,All,1864,,231141,,806.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,3,2017-01-16,2017-01-22,All,7633,,1126691,,677.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,3,2017-01-16,2017-01-22,All,219,,91649,,238.96,,,,,,,,155,,908911,,17.05,155,,,,,,,1981,,91649,,2161.51,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,3,2017-01-16,2017-01-22,All,,,,,,,,,,,,,,,,,,,,,,,,,18975,,1024015,,1853.00,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,3,2017-01-16,2017-01-22,All,78,,56366,,138.38,,,,,,,,113,693,,16.31,,21,,,,,,,,,,,,,,,,,3,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,3,2017-01-16,2017-01-22,All,15232,,2183558,,697.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,3,2017-01-16,2017-01-22,All,8733,,5292903,,164.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,3,2017-01-16,2017-01-22,All,182,,205482,,88.57,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,3,2017-01-16,2017-01-22,All,267276,,66725826,,400.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,3,2017-01-16,2017-01-22,All,91,,283277,,32.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,3,2017-01-16,2017-01-22,All,121,,117187,,103.25,,,,,,,,,,,,,,,,,,,,3693,,1109100,,332.97,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,2,2017-01-09,2017-01-15,All,12,,939,,1277.96,,,,,,,,55,902,0,6.10,,33,,,,,,,2588,,3017079,,85.78,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,2,2017-01-09,2017-01-15,All,102,,84343,,120.93,,,,,,,,137,,908911,,15.07,137,,,,,,,1879,,84343,,2227.81,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,2,2017-01-09,2017-01-15,All,6998,,2183558,,320.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,2,2017-01-09,2017-01-15,All,147,,121194,,121.29,,,,,,,,,,,,,,,,,,,,4410,,1138182,,387.46,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,2,2017-01-09,2017-01-15,All,,,,,,,,,,,,,,,,,,,,,,,,,17806,,994193,,1791.00,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,2,2017-01-09,2017-01-15,All,127,,189428,,67.04,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,2,2017-01-09,2017-01-15,All,260588,,66725826,,390.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,2,2017-01-09,2017-01-15,All,2005,,215081,,932.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,2,2017-01-09,2017-01-15,All,184,,283277,,64.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,2,2017-01-09,2017-01-15,All,81,,59339,,136.50,,,,,,,,130,649,,20.03,,27,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,2,2017-01-09,2017-01-15,All,10604,,5290109,,200.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,2,2017-01-09,2017-01-15,All,6348,,1100362,,576.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,1,2017-01-02,2017-01-08,All,256,,283277,,90.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,1,2017-01-02,2017-01-08,All,116,,119853,,96.79,,,,,,,,,,,,,,,,,,,,4175,,1068146,,390.86,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,1,2017-01-02,2017-01-08,All,0,,26,,0.00,,,,,,,,46,848,0,5.42,,4,,,,,,,946,,3017079,,31.35,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,1,2017-01-02,2017-01-08,All,121,,191034,,63.34,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,1,2017-01-02,2017-01-08,All,255535,,66725826,,382.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,1,2017-01-02,2017-01-08,All,2302,,189784,,1212.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,1,2017-01-02,2017-01-08,All,61,,71758,,85.01,,,,,,,,74,,908911,,8.14,74,,,,,,,1494,,71758,,2082.00,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,1,2017-01-02,2017-01-08,All,84,,52667,,159.49,,,,,,,,182,717,0,25.38,,14,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,1,2017-01-02,2017-01-08,All,12756,,5264957,,242.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,1,2017-01-02,2017-01-08,All,5137,,1044038,,492.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,1,2017-01-02,2017-01-08,All,,,,,,,,,,,,,,,,,,,,,,,,,16976,,929737,,1825.89,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,1,2017-01-02,2017-01-08,All,3567,,2183558,,163.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Western Asia,Armenia,2016,52,2016-12-26,2017-01-01,All,9,,669,,1345.29,,,,,,,,54,657,0,8.22,,40,,,,,,,2925,,3017079,,96.95,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2016,52,2016-12-26,2017-01-01,All,96,,52789,,181.86,,,,,,,,166,772,,21.50,,23,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2016,52,2016-12-26,2017-01-01,All,5977,,4907388,,121.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2016,52,2016-12-26,2017-01-01,All,3623,,1068618,,339.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2016,52,2016-12-26,2017-01-01,All,38,,85344,,44.53,,,,,,,,2,,,,,2,,,,,,,1781,,85344,,2086.85,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2016,52,2016-12-26,2017-01-01,All,,,,,,,,,,,,,,,,,,,,,,,,,9113,,906766,,1005.00,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2016,52,2016-12-26,2017-01-01,All,1810,,2183558,,82.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2016,52,2016-12-26,2017-01-01,All,92,,113502,,81.06,,,,,,,,,,,,,,,,,,,,3672,,1087623,,337.62,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2016,52,2016-12-26,2017-01-01,All,54,,118795,,45.46,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2016,52,2016-12-26,2017-01-01,All,224489,,66380602,,338.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2016,52,2016-12-26,2017-01-01,All,1321,,158823,,831.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2016,52,2016-12-26,2017-01-01,All,129,,266312,,48.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2016,51,2016-12-19,2016-12-25,All,36,,1504,,2393.62,,,,,,,,100,797,0,12.55,,73,,,,,,,3701,,3017079,,122.67,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2016,51,2016-12-19,2016-12-25,All,47,,92071,,51.05,,,,,,,,,,,,,,,,,,,,1851,,92071,,2010.41,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2016,51,2016-12-19,2016-12-25,All,2169,,2163415,,100.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2016,51,2016-12-19,2016-12-25,All,148,,275526,,53.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2016,51,2016-12-19,2016-12-25,All,142,,120713,,117.63,,,,,,,,,,,,,,,,,,,,4231,,1133600,,373.24,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2016,51,2016-12-19,2016-12-25,All,,,,,,,,,,,,,,,,,,,,,,,,,16129,,1037234,,1555.00,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2016,51,2016-12-19,2016-12-25,All,69,,150900,,45.73,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2016,51,2016-12-19,2016-12-25,All,187704,,66380602,,282.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2016,51,2016-12-19,2016-12-25,All,792,,178951,,442.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2016,51,2016-12-19,2016-12-25,All,163,,57774,,282.13,,,,,,,,173,718,,24.09,,56,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2016,51,2016-12-19,2016-12-25,All,7943,,5224004,,152.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2016,51,2016-12-19,2016-12-25,All,4004,,1046498,,382.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2016,50,2016-12-12,2016-12-18,All,,,,,,,,,,,,,,,,,,,,,,,,,16826,,1055583,,1594.00,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2016,50,2016-12-12,2016-12-18,All,112,,249989,,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2016,50,2016-12-12,2016-12-18,All,86,,133232,,64.55,,,,,,,,,,,,,,,,,,,,4112,,1148310,,358.09,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2016,50,2016-12-12,2016-12-18,All,67,,179796,,37.26,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2016,50,2016-12-12,2016-12-18,All,126570,,66380602,,190.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2016,50,2016-12-12,2016-12-18,All,933,,220561,,423.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2016,50,2016-12-12,2016-12-18,All,4240,,1080696,,392.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2016,50,2016-12-12,2016-12-18,All,69,,1705,,4046.92,,,,,,,,116,1017,0,11.41,,84,,,,,,,3749,,3017079,,124.26,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2016,50,2016-12-12,2016-12-18,All,49,,97400,,50.31,,,,,,,,1,,,,,1,,,,,,,1964,,97400,,2016.43,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2016,50,2016-12-12,2016-12-18,All,210,,52552,,399.60,,,,,,,,167,775,,21.55,,47,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2016,50,2016-12-12,2016-12-18,All,2244,,2183558,,102.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2016,50,2016-12-12,2016-12-18,All,6337,,5307793,,119.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2016,49,2016-12-05,2016-12-11,All,73,,2007,,3637.27,,,,,,,,182,1072,0,16.98,,122,,,,,,,5297,,3017079,,175.57,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2016,49,2016-12-05,2016-12-11,All,807,,226178,,356.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2016,49,2016-12-05,2016-12-11,All,4248,,1091554,,389.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2016,49,2016-12-05,2016-12-11,All,34,,95765,,35.50,,,,,,,,,,,,,,,,,,,,1830,,95765,,1910.93,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2016,49,2016-12-05,2016-12-11,All,,,,,,,,,,,,,,,,,,,,,,,,,15700,,1036303,,1515.00,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2016,49,2016-12-05,2016-12-11,All,133,,52270,,254.45,,,,,,,,94,629,,14.94,,24,,,,,,,,,,,,,,,,,3,2,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2016,49,2016-12-05,2016-12-11,All,1845,,2183558,,84.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2016,49,2016-12-05,2016-12-11,All,4894,,5284521,,92.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2016,49,2016-12-05,2016-12-11,All,59,,194244,,30.37,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2016,49,2016-12-05,2016-12-11,All,76390,,66380602,,115.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2016,49,2016-12-05,2016-12-11,All,65,,256006,,25.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2016,49,2016-12-05,2016-12-11,All,80,,130847,,61.14,,,,,,,,,,,,,,,,,,,,3753,,1149944,,326.36,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2016,48,2016-11-28,2016-12-04,All,57,,1783,,3196.86,,,,,,,,151,1110,0,13.60,,92,,,,,,,6287,,3017079,,208.38,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2016,48,2016-11-28,2016-12-04,All,46,,90883,,50.61,,,,,,,,2,,908911,,0.22,2,,,,,,,1788,,90883,,1967.36,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2016,48,2016-11-28,2016-12-04,All,1783,,2183558,,81.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2016,48,2016-11-28,2016-12-04,All,3210,,5322673,,60.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2016,48,2016-11-28,2016-12-04,All,74,,128392,,57.64,,,,,,,,,,,,,,,,,,,,3145,,1096797,,286.74,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2016,48,2016-11-28,2016-12-04,All,,,,,,,,,,,,,,,,,,,,,,,,,14988,,1056307,,1418.91,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2016,48,2016-11-28,2016-12-04,All,34,,183008,,18.58,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2016,48,2016-11-28,2016-12-04,All,40502,,66380602,,61.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2016,48,2016-11-28,2016-12-04,All,39,,259184,,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,Western Asia,Georgia,2016,48,2016-11-28,2016-12-04,All,173,,58654,,294.95,,,,,,,,94,629,,14.94,,14,,,,,,,,,,,,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Greece,2016,48,2016-11-28,2016-12-04,All,758,,228582,,331.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2016,48,2016-11-28,2016-12-04,All,3603,,1038235,,347.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2016,47,2016-11-21,2016-11-27,All,32,,277676,,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2016,47,2016-11-21,2016-11-27,All,58,,133232,,43.53,,,,,,,,,,,,,,,,,,,,3013,,1153131,,261.29,,,,,,3,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2016,47,2016-11-21,2016-11-27,All,159,,2039,,7797.94,,,,,,,,139,1070,0,12.99,,97,,,,,,,5582,,3017079,,185.01,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2016,47,2016-11-21,2016-11-27,All,34,,174981,,19.43,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2016,47,2016-11-21,2016-11-27,All,22270,,66380602,,33.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2016,47,2016-11-21,2016-11-27,All,662,,227511,,290.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2016,47,2016-11-21,2016-11-27,All,33,,91859,,35.92,,,,,,,,,,,,,,,,,,,,1772,,91859,,1929.04,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2016,47,2016-11-21,2016-11-27,All,104,,55945,,185.90,,,,,,,,99,599,,16.53,,16,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2016,47,2016-11-21,2016-11-27,All,2635,,5291032,,49.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2016,47,2016-11-21,2016-11-27,All,3336,,1072177,,311.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2016,47,2016-11-21,2016-11-27,All,,,,,,,,,,,,,,,,,,,,,,,,,14409,,1080945,,1333.00,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2016,47,2016-11-21,2016-11-27,All,1376,,2183558,,63.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Armenia,2016,46,2016-11-14,2016-11-20,All,17,,1655,,1027.19,,,,,,,,102,779,0,13.09,,57,,,,,,,4868,,3017079,,161.35,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2016,46,2016-11-14,2016-11-20,All,35,,191034,,18.32,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
